source_id,dataset,config,split,revision_observed,window_offset,row_idx,stratum,stratum_population,length_bin,score,text_chars,normalized_sha256,decision,reason,notes
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,1031910,1031947,score_q1,250,3,2.625,3575,79581f4094aae810a928b4e45ed4df8607738c45e8f988e402b3e679e7daedb5,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,1031910,1031954,score_q4,250,5,3.75,18188,cb0d5f901b1ad9de96a6e8ba457dc13c772b4dfcc2b096500e1a8411223faba4,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,1031910,1031957,score_q3,250,4,2.921875,6059,34048f992f1a7f8e2ce39a8e8e527b5e1c520d9f63033f9973d9188bfd9504df,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,3507983,3507992,score_q3,250,4,3.21875,5712,b6c5202ae976670b7444c1b7983c06a34e4cba50aa4c83d3f407f5fa282b7877,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,3507983,3507993,score_q1,250,5,2.546875,111459,c08e14579174c719fa29425e19b56d41674d2b97d27e94f87849e046317e0f85,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,3507983,3507996,score_q3,250,3,3.03125,3499,1056ef272c1eb9c5861db2bb67d2c75d7f58566eff9caee176a28e99769fd3af,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,3507983,3508000,score_q3,250,2,3.171875,2056,cfdca8fbfb99b76c000d575138198e888e041c7734453996daba80654765128c,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,3507983,3508002,score_q2,250,2,2.828125,1726,f6230737692c054d6791b2ec1cbe518ed9c188c9099971ab97aabe7ea7bb82ff,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,3507983,3508009,score_q4,250,4,3.453125,6305,0f0b206e1b0ba9f667f070392f1debfe10671c9c288f7b709983010a1d94b575,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,3507983,3508017,score_q2,250,2,2.71875,1692,c36c9b0cfa191f2e20baaac18180321494ebf0b7d1372ed628a0e98252383503,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,3507983,3508023,score_q1,250,2,2.59375,1705,93133bc1a3d62ba39c74164af1a29229b5510bd04d942a3d078cadb8bbecd919,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,3507983,3508029,score_q2,250,5,2.71875,7906,3d67130de26d0a27dfb4dbd7267d1ce94cb24020cd087bf3f537a9d7c6f84637,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,3602527,3602529,score_q4,250,2,4.03125,2159,92522659aa2e8b6e1fa0d808eff8e64b9411b145776019e7bdf6c013f0aa8673,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,3602527,3602568,score_q4,250,4,3.5,6202,a20d412280d86776ed7b83e9e7608a4ae976462d0a89c2bc7cccb84f9d4984d8,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,3609533,3609541,score_q3,250,1,3.1875,1386,38b1c2ff34e00dea37bbc8582843ef4ce026fdb3bde2c72d4cd265fc49755b16,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,3609533,3609566,score_q3,250,4,3.0625,4420,fdb7262fb7b21fd499194ab5eb990762c15087c9d7f8665af0986e978cba5355,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,3609533,3609567,score_q3,250,5,3.234375,15714,f71dc79bfef4deb8c9a0f37c60047c23afe3a83197a60e3f7f359371d8f557e0,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,4260696,4260735,score_q1,250,5,2.59375,17511,2752b35c6ff493a686a5a5bdc7f432869c3c97c7d725515c185ec77af0f3c0f1,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,4822302,4822306,score_q1,250,2,2.53125,1659,9937d0edbf08a47489f36891266c2eff8ffa86b2c5bf72dd9fdf296c6d70d253,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,4822302,4822307,score_q2,250,3,2.703125,2079,ff9bac8cfa45c3a3d80ee5aedcd1363e8f3df60ea2722da553933fa821ea53d7,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,4822302,4822321,score_q4,250,4,3.890625,6543,30ffdcc011090d4f2d5b07df1092960048fae2ce76bbde2e767d1258360e03e3,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,4822302,4822325,score_q2,250,4,2.75,5310,cbe7be27e55b7ca3a2f10e22cf50239c9ca623263a277520aa8c920c530f78fc,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,4822302,4822338,score_q4,250,3,3.40625,2873,6ed8b4a983b6a1df5bf67d7f97d9f043f973cdf360387f953d3939f4b245c82b,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,4822302,4822340,score_q1,250,4,2.546875,4797,ef6f2847d4804f776d7a51822fdeb64938b882f5e4f0ee8704a7e3e1a2678353,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,6882049,6882052,score_q2,250,3,2.765625,2172,47d0e2153c2fea637033d3f1b5536c7d9c4814a13583bf8606d0d8b1bac0314c,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,6882049,6882061,score_q1,250,2,2.578125,2293,3459e8d25642eca77016f5414452baacad5fd2192fa4d76dd679bfaa3bd3a230,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,6882049,6882085,score_q3,250,4,3.140625,5002,640fa7432165bc6d569bee2a6d834b1b814146534b265e22a939ae762bcd7485,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,7752554,7752558,score_q2,250,4,2.75,4995,20983d680bd6c076119f2a17279a2202ad11cf12b56c5f65869ed058afaeb52b,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,7752554,7752559,score_q1,250,4,2.53125,4697,bc22333705f56ff72763ee025f55c0884c15f003c73c3d847ee3ef2418c077c0,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,7752554,7752560,score_q2,250,1,2.875,566,65a772b488d531209e03fe1b1dd64c05426442fbcb0724f72cce572b841dc737,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,7752554,7752566,score_q3,250,3,3.0625,2614,7d45e3cb100344d47e4cd1b11dbe4810c29387ab54500e801a7628e176651f46,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,7752554,7752567,score_q4,250,1,3.6875,531,9db587306851ab48280fc149ea41f16c11367d47d564c6bf50b9054ad93ada68,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,7752554,7752571,score_q1,250,3,2.65625,3455,bd93c760c41f2709ae68f8f5144a1c4a3b5f099ccbc89615992b00f0f428d8ef,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,7752554,7752598,score_q2,250,3,2.734375,2365,c972f29f19614a99d33b9a2b9481922e6b7f5e658cc8bdcdc94c04f0255111f3,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,7785566,7785568,score_q4,250,2,3.859375,2483,24b1ff7f5e2dc8270ce1146ebd0c7469f9bd35e2441ca076fd323139b34f9f0a,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,7785566,7785583,score_q1,250,4,2.640625,3641,f92a5b6f9eb98652224a03909c5be8dd4b6c9eaa928b265e9de97d88caee85a5,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,7785566,7785610,score_q4,250,4,3.65625,5680,5ab55d62340ab749f2d25cbc540545b42885125c1dcbbbb88f92736ec7cac3da,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,8009045,8009054,score_q1,250,4,2.65625,3894,acdd5aa16846c3d5b20272dafdd37340afcbdedf9e0d0bf134bf10f06a597c48,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,8009045,8009059,score_q1,250,1,2.59375,546,afb9d47c48b2df8572b2b66528837ef5d6b95c9dfc5fe46a9899c4123979b98e,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,8009045,8009060,score_q2,250,3,2.78125,2341,1d6c9182ce472d57a6b65c098c9a2253d602edb0e2a149b6de32ed24512e8b28,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,8009045,8009061,score_q1,250,5,2.578125,7313,ca7ad27e29cb0e564dcda4575edd6d3b25c4fe9c2a8f30d0b2fee1baad4b4107,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,8009045,8009070,score_q3,250,5,3.203125,8167,5d063705b0ffc70e4aaeaa57f6a605beed671187500f8d62ff1a2e1ca1fdf3a1,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,8009045,8009071,score_q2,250,2,2.703125,1445,53a7567df187e2bb6fc695d86c71de61ee344690b9d372a89e566c549474edb3,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,8009045,8009081,score_q2,250,1,2.78125,594,79a3530d259efe981103edd93a9584ae404896e3653f487fea69bd4fc858c427,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,8009045,8009083,score_q2,250,5,2.84375,6237,d67cefac8acc1ed7fece0bea2d948dbd5a1f7a2c01ebc76ffdcead1e60cdcb00,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,8009045,8009094,score_q4,250,5,3.4375,7590,633b19a6ef3d1e55199093377e12fbf29757fc37076e83aca9d45ab4ef7311cd,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,8085916,8085926,score_q4,250,2,3.28125,1800,3eb4c337ac244dde93e939d60fd078324fb90ab34e4df79423686d9e46251f65,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,8085916,8085936,score_q3,250,1,3.0625,1374,8815ffe814ca53b1840c31305ee81e37314e65b3afce6793b3e0702093a683b3,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,8085916,8085949,score_q1,250,1,2.65625,1129,8ed099c827065cf062dd6d26969d2bac9cf375e079e4a43914d452d489f94773,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,8085916,8085950,score_q4,250,4,3.296875,4996,f937efe50eac97a631c08d2e41aef79193e53b114d6ea9847bf6da4d58c44da1,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,8085916,8085951,score_q1,250,3,2.671875,3195,ac26edc820d4b46d063e793154e91f78f885560498dcffb6aa006a8aa17f5ae5,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,8085916,8085956,score_q3,250,2,2.96875,2479,46d8e270e504d3108608a90123c37e5d13202f4a53ab4e554e46816c233ebc90,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,8231680,8231690,score_q2,250,5,2.828125,6079,ad4a8e683d42795ca31b0dda5fea852285669dd68de4d41038d1727dea6ddd17,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,8231680,8231692,score_q2,250,4,2.765625,4514,d37cce5ee4a32fabaf6415e4344bf913460c9a041c52d9ff6d9b815adc75d0ef,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,8231680,8231702,score_q3,250,4,3.1875,4300,0de7a25544cebfe55f151f68092c686ecbde7e0e3258eca88b661195a577feba,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,8231680,8231715,score_q4,250,5,3.421875,18179,ea1e1bf44cc59448a27c59a1ff9c3e49f6773906d4f74b349d96011b0cd32ac0,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,8231680,8231717,score_q4,250,3,3.453125,3603,9930cd7f39d7f8ca171226d0ad31c2a23a67d902797a216ceb4e01518f91d5c6,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,8280816,8280823,score_q2,250,2,2.828125,1357,1d8a7c2836ce24ad3d70c53b13febffe669805ad1aa9b11f93a0c3fdde0f345e,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,8280816,8280830,score_q1,250,1,2.59375,634,8198ba379e4b7bbb569c299946d777303699c4e1c3ae77dadfc50c03ac8ee159,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,8280816,8280831,score_q4,250,1,3.359375,834,63dd77550eefdcb2fbdcc361e2f058f6e822e9e9557a075a255c7cfba4ea6c52,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,8280816,8280837,score_q3,250,5,2.984375,6717,8691f32d64c6258bba02ad74fc3473d7a67866ec3883ab49d793c9fa98afc1f6,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,8280816,8280841,score_q3,250,1,3.140625,1033,16c0220a02603b91ac36246a5211d5c5021e84850ef5a818c2fa36738975be2f,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,8280816,8280849,score_q1,250,2,2.59375,1502,be62ae288e07f342a916ceb9e6cf32103cae77735798f8cd48a9d9a6f00ce750,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,8280816,8280861,score_q4,250,3,3.765625,3427,e5c00a18ad828004257dc4a66d979af694393c344dc58e8db1524853b33eab22,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,9018939,9018943,score_q1,250,1,2.53125,807,b5e280ddc0336b1690ef70d859eb81c69952f008fcfcd80d6a58995a62dd3dfd,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,9018939,9018955,score_q4,250,2,3.953125,1494,4b0667c1848bc432bdb3858e149fc2cbadcacc370ab328e8fce300a0a0e60d6d,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,9018939,9018961,score_q3,250,3,3.078125,3745,455be564aca41e32008d0ee545971a33d17e6f9a84e5c92975b77ef8f24157e8,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,9018939,9018963,score_q4,250,1,3.34375,982,8d905ac8d3d0bcc4fd9ad686fa5b59ca86f3553a9e0fa3042a5bbbdd29729369,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,9018939,9018969,score_q4,250,1,3.5,561,a5a141468d31ebd13d1921b4061bae5e0630822045eb36f962de15b407c7f13f,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,9119743,9119747,score_q3,250,5,2.96875,22019,06dddc21db6b1425536ff7c40cfc9eb09022f7e36f38ad608be441b9baab8c71,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,9119743,9119748,score_q3,250,2,3.140625,1762,84b6ff7eb3e03295a4fce865eeee2c752d6acd99b2ce3842b88c24b4276dff18,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,9119743,9119770,score_q2,250,5,2.859375,19240,b7ee2581cf0b02acb0e05b8096dead4c85a27852436f0fd9fdf816dcbbf8e7e1,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,9119743,9119779,score_q4,250,3,3.546875,4109,200b3fb592e44edad9d0c60e1056f0be64692254d2614c7802871660550611e2,,,
fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,train,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,9119743,9119790,score_q2,250,1,2.84375,1162,49923f9cac77f76171e5619510c6a36bf9ca3227ea3bb5d97cd1f26ca57a381a,,,
fineweb2_hq_zh,epfml/FineWeb2-HQ,cmn_Hani,train,c0c06e94fd3a44ae9e802b2b0fc533817601eb5e,83488,83490,score_q2,250,1,0.015634143725037575,261,63b143d94da8f4856b35e7b0494f81edc40c10055177e302b16a4ffdcc50b2df,,,
fineweb2_hq_zh,epfml/FineWeb2-HQ,cmn_Hani,train,c0c06e94fd3a44ae9e802b2b0fc533817601eb5e,83488,83507,score_q1,250,3,0.0048917061649262905,880,b50a90779973616c9062c30331ac8e21048662a04ef6d269428f70effa1c52a3,,,
